SKU,Name,Category,Override Category,Sort Rank,Allowed Provinces,Allowed Countries,Kit Only,Hidden,Archived,Inner Carton Qty,Master Case Qty,MSRP,Store Price,Canco Price,Distributor Price,Inventory Lion - Warehouse YYC,Inventory Lion Imports USA Inc.,Inventory Lion USA - Broadrange Logistics,Inventory Lion USA - Gunship 3PL Utah,Inventory Lion USA - Warehouse Ferndale WA,Inventory Zaks - Edmonton Warehouse,Inventory Zaks - Main Warehouse YYC
10115,"BONES - 6"" Bully Chew",Pet,,0,,,FALSE,FALSE,FALSE,15,90,4.99,3.14,3.14,2.36,0,0,0,0,0,524,1800
10116,"BONES - 12"" Bully Chew",Pet,,0,,,FALSE,FALSE,FALSE,25,50,8.99,5.66,5.66,4.25,0,0,0,0,0,269,910
10117,BONES - Braided Beef Stick,Pet,,0,,,FALSE,FALSE,FALSE,25,50,8.99,5.66,5.66,4.25,0,0,0,0,0,888,2575
10118,BONES - Cow Ear,Pet,,0,,,FALSE,FALSE,FALSE,25,100,5.99,3.77,3.77,2.83,0,0,0,0,0,701,3266
10120,Bones Premium Pet Treats Display,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,95,80,0,0,18,11,81
11001,RETRO RATTLERS Sunglasses,Gen Merch,,99,,,FALSE,TRUE,FALSE,,,19.99,12,10,7.2,3121,0,0,0,1945,3496,1032
11020,Sunglasses Design 1,Gen Merch,,0,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
11025,Sunglasses Design 2,Gen Merch,,0,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
11050,4 Sided Spinning Sunglasses Rack (72pcs) - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,0,0,0,0,0,0,0
11051,LUMEX Polarized Sunglasses - Design 1,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11052,LUMEX Polarized Sunglasses - Design 2,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11053,LUMEX Polarized Sunglasses - Design 3,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11054,LUMEX Polarized Sunglasses - Design 4,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11055,LUMEX Polarized Sunglasses - Design 5,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11056,LUMEX Polarized Sunglasses - Design 6,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11057,LUMEX Polarized Sunglasses - Design 7,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11058,LUMEX Polarized Sunglasses - Design 8,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,19.99,12.5,10,,0,0,0,0,0,0,0
11059,LUMEX Polarized Sunglasses - Design 9,Gen Merch,,100,,,FALSE,TRUE,FALSE,12,300,0,,,,0,0,0,0,0,0,0
12001,FANCY FANNYS - Pack,Gen Merch,,99,,,FALSE,TRUE,FALSE,,,9.99,5,5,2.5,15821,0,0,0,1198,27,392
12520,ZAKS 57g Traditional Beef Jerky - Original,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12521,ZAKS 57g Traditional Beef Jerky - Teriyaki,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12522,ZAKS 57g Traditional Beef Jerky - Sweet Chili,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12531,ZAKS 57g Premium Beef Jerky - Hot Honey,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12532,ZAKS 57g Premium Beef Jerky - Maple Brown Sugar,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12533,ZAKS 57g Premium Beef Jerky - Lemon Peppered,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12534,ZAKS 57g Premium Beef Jerky - Orange Honey Teriyaki,Meat,,300,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12535,ZAKS 57g Premium Beef Jerky - Korean BBQ,Meat,,0,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
12560,ZAKS 120g Big Bag Jerky - Original,Meat,,1,,CA,FALSE,FALSE,FALSE,1,35,19.99,13,12.59,9.75,0,0,0,0,0,200,35
12561,ZAKS 120g Big Bag Jerky - Teriyaki,Meat,,2,,CA,FALSE,FALSE,FALSE,1,35,19.99,13,12.59,9.75,0,0,0,0,0,87,84
12563,ZAKS 120g Big Bag Jerky - Sweet Chili,Meat,,3,,CA,FALSE,FALSE,FALSE,1,35,19.99,13,12.59,9.75,0,0,0,0,0,167,27
12564,ZAKS 120g Hot Honey Premium Cuts,Meat,,4,,CA,FALSE,FALSE,FALSE,1,35,19.99,12.99,12.59,9.74,0,0,0,0,0,272,35
12565,ZAKS 120g Maple Brown Sugar Premium Cuts,Meat,,5,,CA,FALSE,FALSE,FALSE,1,35,19.99,12.99,12.59,9.74,0,0,0,0,0,576,66
12566,ZAKS 120g Lemon Peppered Premium Cuts,Meat,,6,,CA,FALSE,FALSE,FALSE,1,35,19.99,12.99,12.59,9.74,0,0,0,0,0,472,67
12567,ZAKS 120g Orange Honey Teriyaki Premium Cuts,Meat,,7,,CA,FALSE,FALSE,FALSE,1,35,19.99,12.99,12.59,9.74,0,0,0,0,0,225,0
12568,ZAKS 120g Premium Beef Jerky - Korean BBQ,Meat,,8,,CA,FALSE,FALSE,FALSE,1,35,19.99,12.99,12.59,9.74,0,0,0,0,0,0,0
13001,CARDGUARD - Multi Use Phone Wallet,Gen Merch,,99,,,FALSE,TRUE,FALSE,,,5.99,3,3,1.8,9612,0,0,0,0,1664,1321
13301,SOLAR ECLIPSE GLASSES (3pcs),Gen Merch,,0,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
19200,VOLT Designer Tower (80pcs) - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,66,0,0,0,5,11,61
19208,VOLT Designer 10FT Spinner Rack,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,0,0,0,0,50,19,16
19208 - SC,Header Sign VOLT FC / Designer CAN (10ft Spinning Rack),Display,,0,,CA,FALSE,FALSE,FALSE,,,0,,,,457,1,0,0,0,0,25
19208 - SU,Header Sign VOLT FC / Designer USA (10ft Spinning Rack),Display,,0,,US,FALSE,FALSE,FALSE,,,0,,,,428,0,0,0,0,0,0
19910,VOLT 10FT Select - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,2,0,0,0,370,161,39
19911,VOLT 10FT Select - Type C,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,2,0,0,0,0,0,100
19912,VOLT 10FT Select - Micro USB,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,0,0,0,0,202,0,0
19913,VOLT 10FT Studio - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,0,0,0,0,211,0,18
19914,VOLT 10FT Studio - Type C,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,12,0,0,0,28,0,3
19915,VOLT 10FT Studio - Micro USB,Tech,,99,,,FALSE,TRUE,FALSE,10,100,12.99,6.49,6.49,4.54,0,0,0,0,411,0,1271
19916,VOLT 10FT Prime - iPhone,Tech,,10,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,6,3.03,1100,0,0,0,735,2037,336
19917,VOLT 10FT Prime - Type C,Tech,,10,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,6,3.03,5130,0,0,0,2155,1659,906
19918,VOLT 10FT Classic - Micro USB,Tech,,99,,,FALSE,TRUE,FALSE,10,100,10.99,5.49,5.49,3.84,158,5,0,0,814,0,2634
19919,VOLT 10FT Tough Cord - Triple Charge,Tech,,99,,,FALSE,TRUE,FALSE,10,100,14.99,7.5,10,4.13,0,0,0,0,1066,230,0
19920,VOLT 10FT Classic MFI - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
19921,VOLT 10FT Studio MFI - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
19922,VOLT 10FT Select MFI - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
20170,ZAKS 100g Landjaeger - Original,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,0,0
20171,ZAKS 100g Landjaeger - Red Hot,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,0,0
20172,ZAKS 100g Landjaeger - Garlic,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,0,0
20175,ZAKS 90g Landjaeger - Original,Meat,,300,,,FALSE,TRUE,FALSE,5,100,7.99,5.19,,3.89,0,0,0,0,0,0,0
20176,ZAKS 90g Landjaeger - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,5,100,7.99,5.19,,3.89,0,0,0,0,0,0,0
20177,ZAKS 90g Landjaeger - Hot,Meat,,300,,,FALSE,TRUE,FALSE,5,100,7.99,5.19,,3.89,0,0,0,0,0,0,0
20178,ZAKS 90g Landjaeger - Peppered,Meat,,300,,,FALSE,TRUE,FALSE,5,100,7.99,5.19,,3.89,0,0,0,0,0,0,0
20179,ZAKS 90g Landjaeger - Garlic,Meat,,300,,,FALSE,TRUE,FALSE,5,100,7.99,5.19,,3.89,0,0,0,0,0,0,0
20210,VOLT 4FT Braided - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,6.59,3.85,0,0,0,0,0,0,754
20211,VOLT 4FT Braided - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,6.59,3.85,0,0,0,0,0,0,2471
20212,VOLT 4FT Braided - Micro USB,Tech,,100,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,6.59,3.85,0,0,0,0,0,0,2611
20213,VOLT 9FT XL - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,4.49,3.85,0,0,0,0,0,0,1706
20214,VOLT 9FT XL - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,10.99,5.5,4.49,3.85,0,0,0,0,0,0,1132
20215,VOLT 9FT XL - Micro USB,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,4.49,3.85,0,0,0,0,0,0,24
20216,VOLT 4FT Standard - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,8.99,4.49,4.49,3.36,0,0,0,0,0,0,346
20217,VOLT 4FT Standard - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,8.99,4.49,4.49,3.36,0,0,0,0,0,0,2030
20218,VOLT 4FT Standard - Micro USB,Tech,,100,,,FALSE,FALSE,FALSE,10,100,8.99,4.49,4.49,3.36,0,0,0,0,0,0,1265
20219,VOLT 4FT Standard - Auxiliary,Tech,,100,,,FALSE,FALSE,FALSE,10,100,8.99,4.49,4.49,3.36,0,0,0,0,0,26,1772
20220,VOLT Deluxe Earbuds,Tech,,100,,,FALSE,FALSE,FALSE,10,100,8.99,4.49,4.49,3.36,0,0,0,0,0,0,1944
20221,VOLT 4FT Elite Camo - Lightning to USB,Tech,,99,,,FALSE,TRUE,FALSE,10,100,0,5,,3,0,0,0,0,0,0,0
20222,VOLT 4FT Elite Camo - Type C to USB,Tech,,99,,,FALSE,TRUE,FALSE,10,100,0,5,,3,0,0,0,0,0,0,0
20223,VOLT 4FT Elite Camo - Type C Earbuds,Tech,,99,,,FALSE,TRUE,FALSE,10,100,0,5,,3,0,0,0,0,0,0,0
20310,VOLT Evolution Prime 4FT - iPhone,Tech,,0,,,FALSE,FALSE,FALSE,12,120,7.99,4,4.4,2,0,0,0,312,0,1142,72
20311,VOLT Evolution Prime 4FT - Type C,Tech,,0,,,FALSE,FALSE,FALSE,12,120,7.99,4,4.4,2,0,0,0,312,0,636,0
20312,VOLT Evolution Prime 4FT FC - iPhone,Tech,,0,,,FALSE,FALSE,FALSE,12,120,7.99,4,4.4,2,60,0,0,312,0,1407,912
20313,VOLT Evolution Prime 4FT FC - Type C,Tech,,0,,,FALSE,FALSE,FALSE,12,120,7.99,4,4.4,2,270,0,0,312,0,956,924
20315,VOLT 10FT Prime - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,10,100,10.99,5.49,5.49,3.84,0,0,0,0,0,0,0
20316,VOLT 10FT Prime - Type C,Tech,,99,,,FALSE,TRUE,FALSE,10,100,10.99,5.49,5.49,3.84,0,0,0,0,0,0,0
20317,VOLT 10FT Delux - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,10,100,10.99,5.49,5.49,3.84,0,0,0,0,0,0,0
20318,VOLT 10FT Delux- Type C,Tech,,99,,,FALSE,TRUE,FALSE,10,100,10.99,5.49,5.49,3.84,0,0,0,0,0,0,0
20319,VOLT Evolution Prime 10FT - Triple Tip,Tech,,99,,,FALSE,TRUE,FALSE,10,100,16.99,9.34,9.34,6.54,0,0,0,0,0,0,0
20325,VOLT Evolution 9FT XL - iPhone,Tech,,99,,,FALSE,TRUE,FALSE,10,120,10.99,5.5,4.49,3.85,0,0,0,0,0,0,0
20326,VOLT Evolution 9FT XL - Type C,Tech,,99,,,FALSE,TRUE,FALSE,10,120,10.99,5.5,4.49,3.85,0,0,0,0,0,0,0
20327,VOLT Evolution 4FT Elite - Type C Earbuds,Tech,,0,,,FALSE,FALSE,FALSE,6,48,7.99,4,5.2,2,0,0,0,0,0,0,0
20328,VOLT Evolution 4FT - Triple Tip,Tech,,0,,,FALSE,FALSE,FALSE,8,80,7.99,4,4.4,2,1440,0,0,208,0,938,1410
20329,VOLT Evolution 4FT Elite - Lightning Earbuds,Tech,,0,,,FALSE,FALSE,FALSE,6,48,7.99,4,5.2,2,570,0,0,156,0,678,358
20334,VOLT Evolution Earbuds Caddy 6pcs - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,800,0,0,0,0,0,0
20500,VOLT 4FT FC MFI - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,24.99,14.99,14.99,11.24,0,0,0,0,0,6,6106
20501,VOLT 4FT FC - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,4.4,2.75,0,0,0,0,595,414,242
20502,VOLT 4FT FC - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,4.4,2.75,0,0,0,0,397,385,1560
20503,VOLT FC Car Charger,Tech,,100,,,FALSE,FALSE,FALSE,10,100,12.99,6.5,6.8,3.58,0,0,0,0,176,1430,637
20504,VOLT FC Wall Charger,Tech,,100,,,FALSE,FALSE,FALSE,10,100,12.99,6.5,6.8,3.58,50,0,0,0,96,1377,190
20505,VOLT FC CUL Wall Charger,Tech,,100,,,FALSE,FALSE,FALSE,10,100,19.99,10.99,8,8.24,0,0,0,0,0,57,630
20510,VOLT Evolution FC Car Charger 20W (Bulk),Tech,,0,,,FALSE,FALSE,FALSE,25,100,12.99,6.5,6.8,3.25,0,0,0,650,0,2800,4430
20511,VOLT Evolution FC Wall Charger 20W (Bulk),Tech,,0,,,FALSE,FALSE,FALSE,16,96,12.99,6.5,6.8,3.25,0,0,0,416,0,1894,2848
20512,VOLT Evolution FC ETL Wall Charger 20W (Bulk),Tech,,0,,,FALSE,FALSE,FALSE,16,96,12.99,6.5,6.8,3.25,2864,0,0,0,0,885,1600
20513,VOLT Evolution FC ETL Wall Charger 20W (Pkg),Tech,,2,,,FALSE,FALSE,FALSE,1,24,14.99,7.5,7.6,3.75,1329,0,0,33,0,169,727
20514,VOLT Evolution FC ETL Wall Charger 30W (Pkg),Tech,,2,,,FALSE,FALSE,FALSE,1,24,16.99,8.5,8.8,4.25,2346,0,0,33,0,344,570
20515,VOLT Evolution FC Car Charger 20W (Pkg),Tech,,2,,,FALSE,FALSE,FALSE,1,24,14.99,7.5,7.6,3.75,3747,0,0,33,0,410,1300
20516,VOLT Evolution FC Car Charger 30W (Pkg),Tech,,2,,,FALSE,FALSE,FALSE,1,24,16.99,8.5,8.8,4.25,2960,0,0,33,0,368,119
20610,VOLT Evolution Counter Tower - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,72,0,0,26,0,75,3
20615,VOLT Evolution Tuff 4 in 1 Shipper - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,310,0,0,11,0,38,47
20620,VOLT 4FT Elite FC - Lightning to Type C,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,482,0,0,0,982,1009,1850
20621,VOLT 4FT Elite - Type C to Type C,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,348,0,0,0,839,944,1136
20622,VOLT 4FT Elite - Lightning Earbuds,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,0,0,0,0,479,790,0
20623,VOLT 4FT Elite - Type C Earbuds,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,712,0,0,0,404,963,3108
20624,VOLT 4FT Elite - Lightning to Aux Cord,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,712,0,0,0,627,1158,3641
20625,VOLT 4FT Elite - Type C to Aux Cord,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,812,0,0,0,535,927,3128
20626,VOLT 4FT Elite - Lightning to Aux Adapter,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,712,0,0,0,793,1427,2758
20627,VOLT 4FT Elite - Type C to Aux Adapter,Tech,,15,,,FALSE,FALSE,FALSE,10,100,9.99,5,5.2,3,712,0,0,0,756,1232,3538
20628,VOLT Elite - Twin USB / FC Car Charger,Tech,,15,,,FALSE,FALSE,FALSE,20,100,12.99,6.5,7.6,3.9,567,0,0,0,0,1089,0
20629,VOLT Elite - Twin USB / FC Wall Charger,Tech,,15,,,FALSE,FALSE,FALSE,10,100,14.99,7.5,7.6,4.5,600,25,0,0,10,485,45
20630,VOLT Elite Wireless Earbuds,Tech,,-1,,,FALSE,TRUE,FALSE,20,20,19.99,12,12,7.2,5013,0,0,0,15,1349,57
20631,VOLT 4FT Elite FC MFI - Lightning to Type C,Tech,,99,,,FALSE,TRUE,FALSE,,,0,,,1.31,0,0,0,0,0,0,0
20711,4 Sided Floor Display - Display Only,Display,,99,,,FALSE,TRUE,FALSE,,1,0,0,,0,0,0,0,0,0,0,0
20711 - DV,Black Metal Divider Only  (Metal Basket),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,1994,0,0,0,0,0,23
20711 - HPB Header,HOT PICKS Bilingual Signage for 4 Sided Rack (Header),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,5,0,0,0,0,0,20
20711 - HPB Side,HOT PICKS Bilingual Signage for 4 Sided Rack (Sides),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,0,0,0,0,0,0,0
20711 - HPE Header,HOT PICKS English Signage for 4 Sided Rack (Header),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,58,0,0,0,0,0,92
20711 - HPE Side,HOT PICKS English Signage for 4 Sided Rack (Sides),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,0,0,0,0,0,0,48
20711 - ND,Black Metal Basket - No Divider (4 Sided / Wing  Display),Display,,0,,,FALSE,FALSE,FALSE,,26,0,,,,507,0,0,0,0,0,0
20711 - PH,Black Metal Peg Hook Only  (Peg),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,8969,0,0,0,0,430,55
20711 - PL,Plexi L Sign Acrylic (4 Sided / Wing Display),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,1056,0,0,0,0,0,0
20711 - PS,Plexi S Sign Acrylic (4 Sided / Wing  Display),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,1010,0,0,0,0,0,16
20711 - SH,Black Metal Top Sign Holder,Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,70,0,0,0,0,0,9
20711 - ST,Header Sign Cool Tats / Sticker Kraze (4 Sided / Wing Display),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,27,0,0,0,0,0,73
20711 - TS,Side Strip Cool Tats (4 Sided Display),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,25,0,0,0,0,0,10
20711 - V2,4 Sided Spinning Rack Rev.2 - Display Only,Display,,99,,,FALSE,TRUE,FALSE,,,0,,,,1,0,0,0,0,6,1
20711 - V3,4 Sided Spinning Rack Rev.3 - Display Only,Display,,0,,,FALSE,FALSE,FALSE,,1,0,,,,69,0,0,0,0,0,12
21652,COOL TATS - Full Tat 2PK,Gen Merch,,0,,,FALSE,FALSE,FALSE,20,200,12.99,6.5,5.85,3.9,41870,0,9400,0,1080,73,1003
21654,COOL TATS - Half Tat 2PK,Gen Merch,,0,,,FALSE,FALSE,FALSE,20,200,8.99,4.5,4.05,2.7,37002,0,9400,0,1124,535,9228
21656,COOL TATS - Small Tat 1PK,Gen Merch,,0,,,FALSE,FALSE,FALSE,20,200,5.99,3,2.7,1.8,3461,0,9400,0,1405,1038,1326
21660,Cool Tats Dual Clip Strip (60pcs) - Kit,Kits,,99,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
21661,Cool Tats Counter Display Rack (200pc),Display,,0,,,FALSE,FALSE,FALSE,,,0,,,,0,0,0,0,0,9,0
21701,INK EXPRESSION Single Piece,Gen Merch,,200,,,FALSE,TRUE,FALSE,,,0,2,,1.2,0,0,0,0,0,0,0
223-90020,Die Cast Cars Assortment A,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90021,Die Cast Cars Assortment B,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90022,Die Cast Cars Assortment C,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90023,Die Cast Cars Assortment D,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90024,Die Cast Cars Assortment E,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90025,Die Cast Cars Assortment F,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
223-90026,Die Cast Cars Assortment G,Die Cast Car,,400,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
25250,THE BUTCHER 175g Jerky - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,8,8
25251,THE BUTCHER 175g Jerky -Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,190,17
25252,THE BUTCHER 175g Jerky - Sweet 'N Heat,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,0,1
25253,THE BUTCHER 175g Jerky - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,114,174
25254,KOKUM 175g Jerky - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,17,0
25255,KOKUM 175g Jerky -Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,6,0
25256,KOKUM 175g  Jerky - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,11,0
25257,KOKUM 175g Jerky - Sweet 'N Heat,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,30,23.99,15.59,15.35,11.69,0,0,0,0,0,0,0
25260,THE BUTCHER 224g Slab Jerky 8pc Bag - Original,Meat,,9,,CA,FALSE,FALSE,FALSE,1,20,39.92,25.95,25.55,19.46,0,0,0,0,0,358,0
25261,THE BUTCHER 224g Slab Jerky 8pc Bag - Teriyaki,Meat,,10,,CA,FALSE,FALSE,FALSE,1,20,39.92,25.95,25.55,19.46,0,0,0,0,0,185,109
25262,THE BUTCHER 224g Slab Jerky 8pc Bag - Sweet Chili,Meat,,300,,,FALSE,TRUE,FALSE,1,30,0,,25.55,,0,0,0,0,0,0,0
25266,"THE BUTCHER 50g Meat Sticks 8"" - Landjaeger Original",Meat,,300,,,FALSE,TRUE,FALSE,8,160,0,,15.36,,0,0,0,0,0,0,0
25267,"THE BUTCHER 50g Meat Sticks 8"" - Garlic",Meat,,300,,,FALSE,TRUE,FALSE,8,160,0,,15.36,,0,0,0,0,0,0,0
25268,"THE BUTCHER 25g Meat Sticks 4"" - Landjaeger Original",Meat,,300,,,FALSE,TRUE,FALSE,8,320,0,,8.45,,0,0,0,0,0,0,0
25269,"THE BUTCHER 25g Meat Sticks 4"" - Garlic",Meat,,300,,,FALSE,TRUE,FALSE,8,320,0,,8.45,,0,0,0,0,0,0,0
25270,KOKUM 75g Jerky - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.31,6.33,0,0,0,0,0,0,0
25271,KOKUM 75g Jerky - Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.31,6.33,0,0,0,0,0,0,0
25272,KOKUM 75g Jerky - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.31,6.33,0,0,0,0,0,0,0
25273,KOKUM 75g Jerky - Sweet 'N Heat,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.31,6.33,0,0,0,0,0,1,0
25301,THE BUTCHER 15g Biltong Jerky - Old Fashion Original,Meat,,300,,,FALSE,TRUE,FALSE,30,,0,,,,0,0,0,0,0,0,0
25302,THE BUTCHER 15g Biltong Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,30,,0,,,,0,0,0,0,0,0,0
25303,THE BUTCHER 15g Biltong Jerky - Smokin' Hickory,Meat,,300,,,FALSE,TRUE,FALSE,30,,0,,,,0,0,0,0,0,0,0
25304,THE BUTCHER 15g Biltong Jerky - Sweet 'N Heat,Meat,,300,,,FALSE,TRUE,FALSE,30,,0,,,,0,0,0,0,0,0,0
25305,THE BUTCHER 40g Biltong Jerky - Old Fashion Original,Meat,,300,,,FALSE,TRUE,FALSE,24,,0,,,,0,0,0,0,0,0,0
25306,THE BUTCHER 40g Biltong Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,24,,0,,,,0,0,0,0,0,0,0
25307,THE BUTCHER 40g Biltong Jerky - Smokin' Hickory,Meat,,300,,,FALSE,TRUE,FALSE,24,,0,,,,0,0,0,0,0,0,0
25308,THE BUTCHER 40g Biltong Jerky - Sweet 'N Heat,Meat,,300,,,FALSE,TRUE,FALSE,24,,0,,,,0,0,0,0,0,0,0
30224,ZAKS 2.0oz Steak Strips - Original,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,5.19,,,0,0,0,0,5,0,0
