SKU,Name,Category,Override Category,Sort Rank,Allowed Provinces,Allowed Countries,Kit Only,Hidden,Archived,Inner Carton Qty,Master Case Qty,MSRP,Store Price,Canco Price,Distributor Price,Inventory Lion - Warehouse YYC,Inventory Lion Imports USA Inc.,Inventory Lion USA - Broadrange Logistics,Inventory Lion USA - Gunship 3PL Utah,Inventory Lion USA - Warehouse Ferndale WA,Inventory Zaks - Edmonton Warehouse,Inventory Zaks - Main Warehouse YYC
00270,ZAKS 3.5oz Landjaeger - Original,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,5.84,,,0,0,0,0,856,0,0
00271,ZAKS 3.5oz Landjaeger - Hot,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,5.84,,,0,0,0,0,760,0,0
00273,ZAKS 3.5oz Landjaeger - Garlic,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,5.84,,,0,0,0,0,940,0,0
00275,THE BUTCHER 3.2oz Landjaeger - Original,Meat,,500,,US,FALSE,TRUE,FALSE,5,100,0,4.54,,3.4,0,0,0,0,0,0,0
00276,THE BUTCHER 3.2oz Landjaeger - Teriyaki,Meat,,500,,US,FALSE,TRUE,FALSE,5,100,0,4.54,,3.4,0,0,0,0,0,0,0
00277,THE BUTCHER 3.2oz Landjaeger - Hot,Meat,,500,,US,FALSE,TRUE,FALSE,5,100,0,4.54,,3.4,0,0,0,0,0,0,0
00278,THE BUTCHER 3.2oz Landjaeger - Peppered,Meat,,500,,US,FALSE,TRUE,FALSE,5,100,0,4.54,,3.4,0,0,0,0,0,0,0
00279,THE BUTCHER 3.2oz Landjaeger - Garlic,Meat,,500,,US,FALSE,TRUE,FALSE,5,100,0,4.54,,3.4,0,0,0,0,0,0,0
00801,THE BUTCHER 50g Pepperoni - Hot,Meat,,20,,CA,FALSE,FALSE,FALSE,25,100,3.49,2.27,2.2,1.7,0,0,0,0,0,73,910
00802,THE BUTCHER 50g Pepperoni - Mild,Meat,,20,,CA,FALSE,FALSE,FALSE,25,100,3.49,2.27,2.2,1.7,0,0,0,0,0,5,0
00821,THE BUTCHER 45g Original Slab CF,Meat,,300,,,FALSE,TRUE,FALSE,6,72,0,,3.83,,0,0,0,0,0,0,0
00822,THE BUTCHER 45g Peppered Slab CF,Meat,,300,,,FALSE,TRUE,FALSE,6,72,0,,3.83,,0,0,0,0,0,0,0
00823,THE BUTCHER 45g Teriyaki Slab CF,Meat,,300,,,FALSE,TRUE,FALSE,6,72,0,,3.83,,0,0,0,0,0,0,0
00824,THE BUTCHER 45g Sweet Chili Slab CF,Meat,,300,,,FALSE,TRUE,FALSE,6,72,0,,3.83,,0,0,0,0,0,0,0
00841,THE BUTCHER 45g Original Slab CF - Caddy,Meat,,300,,,FALSE,TRUE,FALSE,12,12,0,,,,0,0,0,0,0,0,0
00842,THE BUTCHER 45g Peppered Slab CF - Caddy,Meat,,300,,,FALSE,TRUE,FALSE,1,12,0,,,,0,0,0,0,0,0,0
00843,THE BUTCHER 45g Teriyaki Slab CF - Caddy,Meat,,300,,,FALSE,TRUE,FALSE,1,12,0,,,,0,0,0,0,0,0,0
00844,THE BUTCHER 45g Sweet Chili Slab CF - Caddy,Meat,,300,,,FALSE,TRUE,FALSE,1,12,0,,,,0,0,0,0,0,0,0
00851,THE BUTCHER 20g Jerky Chew - Original,Meat,,300,,,FALSE,TRUE,FALSE,10,100,0,,,,0,0,0,0,0,0,0
00852,THE BUTCHER 20g Jerky Chew - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,10,100,0,,,,0,0,0,0,0,0,0
00891 - J,THE BUTCHER 20g Jerky Chew - Original - Plastic Jar Kit,Kits,,300,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
00892 - J,THE BUTCHER 20g Jerky Chew - Teriyaki - Plastic Jar Kit,Kits,,300,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
00931,ZAKS 60g Jerky Strips - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,8,80,9.99,6.49,6.29,4.87,0,0,0,0,0,6,0
00932,ZAKS 60g Jerky Strips - Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,8,80,9.99,6.49,6.29,4.87,0,0,0,0,0,12,0
00933,ZAKS 60g Jerky Strips - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,8,80,9.99,6.49,6.29,6.49,0,0,0,0,0,31,0
00941,ZAKS 125g Jerky Strips - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,8,80,19.99,12.99,12.59,9.74,0,0,0,0,0,2,0
00942,ZAKS 125g Jerky Strips - Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,8,80,19.99,12.99,12.59,9.74,0,0,0,0,0,28,0
00943,ZAKS 125g Jerky Strips - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,10,,19.99,12.99,12.59,9.74,0,0,0,0,0,14,0
00960,ZAKS 57g Steak Strips - Original,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,351,0
00961,ZAKS 57g Steak Strips - Teriyaki,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,0,0
00962,ZAKS 57g Steak Strips - Sweet Chili,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,241,5
00963,ZAKS 57g Steak Strips - Peppered,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,1166,0
00964,ZAKS 57g Steak Strips - Garlic,Meat,,300,,CA,FALSE,TRUE,FALSE,5,130,8.99,5.84,5.75,4.38,0,0,0,0,0,105,0
00970,ZAKS 50g Jerky - Classic Smoked Original,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00971,ZAKS 50g Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00972,ZAKS 50g Jerky - Honey Heat,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00973,ZAKS 50g Jerky - Lemon Cracked Pepper,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00974,ZAKS 50g Jerky - Garlic & Dill,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00975,ZAKS 50g Jerky - Teri Heat,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00976,ZAKS 56g Jerky - Original,Meat,,300,,,FALSE,TRUE,FALSE,10,150,9.99,6.49,,4.87,0,0,0,0,0,0,0
00977,ZAKS 56g Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,10,150,9.99,6.49,,4.87,0,0,0,0,0,0,0
00978,ZAKS 56g Jerky - Dill,Meat,,300,,,FALSE,TRUE,FALSE,10,150,9.99,6.49,,4.87,0,0,0,0,0,0,0
00979,ZAKS 56g Jerky - Lemon Pepper,Meat,,300,,,FALSE,TRUE,FALSE,10,150,9.99,6.49,,4.87,0,0,0,0,0,0,0
00980,ZAKS 150g Jerky - Classic Smoked Original,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00981,ZAKS 150g Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00982,ZAKS 150g Jerky - Honey Heat,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00983,ZAKS 150g Jerky - Lemon Cracked Pepper,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00990,ZAKS 125g Jerky - Classic Smoked Original,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00991,ZAKS 125g Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00992,ZAKS 125g Jerky - Honey Heat,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00993,ZAKS 125g Jerky - Lemon Cracked Pepper,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00994,ZAKS 125g Jerky - Garlic & Dill,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
00995,ZAKS 125g Jerky - Teri Heat,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
01050,THE BUTCHER 75g Jerky - Original,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.18,6.33,0,0,0,0,0,69,39
01051,THE BUTCHER 75g Jerky - Teriyaki,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.18,6.33,0,0,0,0,0,78,67
01052,THE BUTCHER 75g Jerky - Smokin' Hickory,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.18,6.33,0,0,0,0,0,0,46
01053,THE BUTCHER 75g Jerky - Sweet 'N Heat,Meat,,300,AB,CA,FALSE,TRUE,FALSE,1,50,12.99,8.44,8.18,6.33,0,0,0,0,0,0,95
01060,THE BUTCHER 50g Jerky - Original,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
01061,THE BUTCHER 50g Jerky - Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
01062,THE BUTCHER 50g Jerky - Hot & Sweet,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
01063,THE BUTCHER 50g Jerky - Peppered,Meat,,300,,,FALSE,TRUE,FALSE,1,,0,,,,0,0,0,0,0,0,0
01070,THE BUTCHER 75g Jerky - Original,Meat,,300,,CA,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,597,689
01071,THE BUTCHER 75g Jerky - Teriyaki,Meat,,300,,CA,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,1420,399
01072,THE BUTCHER 75g Jerky - Hot 'N Sweet,Meat,,300,,CA,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,428,9
01073,THE BUTCHER 75g Jerky - Peppered,Meat,,300,,CA,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,852,111
01080,THE BUTCHER 150g Jerky - Original,Meat,,300,,CA,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01081,THE BUTCHER 150g Jerky - Teriyaki,Meat,,300,,CA,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01082,THE BUTCHER 150g Jerky - Hot & Sweet,Meat,,300,,CA,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01083,THE BUTCHER 150g Jerky - Peppered,Meat,,300,,CA,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01091,THE BUTCHER 60g Classic Pepperoni & Cheddar Cheese Sticks,Meat,,100,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
01092,THE BUTCHER 60g Pepperoni & Monterey Jalapeno Cheese Sticks,Meat,,100,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
01093,THE BUTCHER 45g Pepperoni,Meat,,100,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
01094,THE BUTCHER 45g Salami,Meat,,100,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
01095,THE BUTCHER 45g Landjager,Meat,,100,,CA,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
01101,THE BUTCHER 75g Jerky - Honey Heat,Meat,,300,,,FALSE,TRUE,FALSE,10,60,0,,8.44,,0,0,0,0,0,0,0
01102,THE BUTCHER 75g Jerky - Lemon Pepper,Meat,,300,,,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,0,0
01103,THE BUTCHER 75g Jerky - Dill Pickle,Meat,,300,,,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,0,0
01104,THE BUTCHER 75g Jerky - Garlic Ginger,Meat,,300,,,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,0,0
01105,THE BUTCHER 75g Jerky - Orange Honey Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,10,60,0,8.44,8.31,,0,0,0,0,0,0,0
01121,THE BUTCHER 150g Jerky - Honey Heat,Meat,,300,,,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01122,THE BUTCHER 150g Jerky - Lemon Pepper,Meat,,300,,,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01123,THE BUTCHER 150g Jerky - Dill Pickle,Meat,,300,,,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01124,THE BUTCHER 150g Jerky - Garlic Ginger,Meat,,300,,,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01125,THE BUTCHER 150g Jerky - Orange Honey Teriyaki,Meat,,300,,,FALSE,TRUE,FALSE,5,30,0,,15.35,15.59,0,0,0,0,0,0,0
01130,THE BUTCHER 75g Pork Jerky - Smoked Original,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,50,12.99,8.44,8.31,6.33,0,0,0,0,0,241,35
01131,THE BUTCHER 75g Pork Jerky - Teriyaki Pineapple,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,50,12.99,8.44,8.31,6.33,0,0,0,0,0,217,58
01132,THE BUTCHER 75g Pork Jerky - Hot 'N Sweet,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,50,12.99,8.44,8.31,6.33,0,0,0,0,0,21,4
01133,THE BUTCHER 75g Pork Jerky - BBQ Hickory,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,50,12.99,8.44,8.31,6.33,0,0,0,0,0,165,88
01140,THE BUTCHER 175g Pork Jerky - Smoked Original,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,30,23.99,15.59,15.35,11.69,0,0,0,0,0,52,48
01141,THE BUTCHER 175g Pork Jerky - Teriyaki Pineapple,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,30,23.99,15.59,15.35,11.69,0,0,0,0,0,22,40
01142,THE BUTCHER 175g Pork Jerky - Hot 'N Sweet,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,30,23.99,15.59,15.35,11.69,0,0,0,0,0,67,51
01143,THE BUTCHER 175g Pork Jerky - BBQ Hickory,Meat,,30,AB,CA,FALSE,FALSE,FALSE,,30,23.99,15.59,15.35,11.69,0,0,0,0,0,58,43
01146,THE BUTCHER 125g Pork Jerky - Teriyaki Pineapple,Meat,,300,,,FALSE,TRUE,FALSE,,20,9.99,6.99,,5.59,0,0,0,0,0,0,0
01147,THE BUTCHER 125g Pork Jerky - BBQ Hickory,Meat,,300,,,FALSE,TRUE,FALSE,,20,9.99,6.99,,5.59,0,0,0,0,0,0,0
01220,ZAKS 13.3oz Slab Jerky 10 pc Bag - Original,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,23.98,,,0,0,0,0,0,0,0
01221,ZAKS 13.3oz Slab Jerky 10 pc Bag - Teriyaki,Meat,,500,,US,FALSE,TRUE,FALSE,,,0,23.98,,,0,0,0,0,5,0,0
01223,ZAKS 7.9oz Slab Jerky 8pc Bag - Original,Meat,,500,,US,FALSE,TRUE,FALSE,1,30,0,,,,0,0,0,0,2,0,0
01224,ZAKS 7.9oz Slab Jerky 8pc Bag - Teriyaki,Meat,,500,,US,FALSE,TRUE,FALSE,1,30,0,,,,0,0,0,0,0,0,0
01251,THE BUTCHER 125g Jerky - Original,Meat,,15,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,3,155
01252,THE BUTCHER 125g Jerky - Teriyaki,Meat,,15,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,35,147
01253,THE BUTCHER 125g Jerky - Smokin' Hickory,Meat,,15,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,80,0
01254,THE BUTCHER 125g Jerky - Sweet 'N Heat,Meat,,15,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,90,0
01256,KOKUM 125g Jerky - Original,Meat,,18,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,14,0
01257,KOKUM 125g Jerky - Teriyaki,Meat,,18,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,29,24
01258,KOKUM 125g Jerky - Smokin' Hickory,Meat,,18,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,29,0
01259,KOKUM 125g Jerky - Sweet 'N Heat,Meat,,18,AB,CA,FALSE,FALSE,FALSE,10,50,19.99,13,12.6,9.75,0,0,0,0,0,4,0
01431,THE BUTCHER 43g Jerky - Original,Meat,,13,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,160,97
01432,THE BUTCHER 43g Jerky - Teriyaki,Meat,,13,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,165,97
01433,THE BUTCHER 43g Jerky - Smokin' Hickory,Meat,,13,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,160,97
01434,THE BUTCHER 43g Jerky - Sweet 'N Heat,Meat,,13,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,160,97
01436,KOKUM 43g Jerky - Original,Meat,,16,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,64,0
01437,KOKUM 43g Jerky - Teriyaki,Meat,,16,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,54,0
01438,KOKUM 43g Jerky - Smokin' Hickory,Meat,,16,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,64,0
01439,KOKUM 43g Jerky - Sweet 'N Heat,Meat,,16,AB,CA,FALSE,FALSE,FALSE,10,100,8.99,5.85,5.67,4.39,0,0,0,0,0,54,0
01631,THE BUTCHER 63g Jerky - Original,Meat,,14,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,0,57
01632,THE BUTCHER 63g Jerky - Teriyaki,Meat,,14,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,0,57
01633,THE BUTCHER 63g Jerky - Smokin' Hickory,Meat,,14,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,0,57
01634,THE BUTCHER 63g Jerky - Sweet 'N Heat,Meat,,14,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,0,57
01636,KOKUM 63g Jerky - Original,Meat,,17,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,11,0
01637,KOKUM 63g Jerky - Teriyaki,Meat,,17,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,19,0
01638,KOKUM 63g Jerky - Smokin' Hickory,Meat,,17,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,40,0
01639,KOKUM 63g Jerky - Sweet 'N Heat,Meat,,17,AB,CA,FALSE,FALSE,FALSE,10,80,12.99,8.45,8.19,6.34,0,0,0,0,0,28,0
03031,VOLT 4FT Select - Triple Tip,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,0,302,7
03033,VOLT 6FT Studio - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,794,0,473
03034,VOLT 6FT Studio - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,297,511,1214
03035,VOLT 6FT Studio - Micro USB,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,191,0,82
03036,VOLT 6FT Select - iPhone,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,770,305,670
03037,VOLT 6FT Select - Type C,Tech,,100,,,FALSE,FALSE,FALSE,10,100,9.99,5,5,2.75,0,0,0,0,360,330,10
03038,VOLT 6FT Select - Micro USB,Tech,,100,,,FALSE,FALSE,FALSE,10,100,12.99,6.49,6.49,4.86,400,0,0,0,0,0,670
03040,VOLT 6FT Designer MFI - iPhone,Tech,,200,,,FALSE,TRUE,FALSE,,,0,,,,0,0,0,0,0,0,0
03043,VOLT Evolution Prime 6FT FC - iPhone,Tech,,0,,,FALSE,FALSE,FALSE,5,100,9.99,5,4.8,2.5,60,0,0,130,0,751,1490
03044,VOLT Evolution Prime 6FT FC - Type C,Tech,,0,,,FALSE,FALSE,FALSE,5,100,9.99,5,4.8,2.5,597,0,0,130,0,541,603
03045,VOLT Evolution Prime 6FT - iPhone,Tech,,0,,,FALSE,FALSE,FALSE,5,100,9.99,5,4.8,2.5,355,0,0,130,0,741,1135
03046,VOLT Evolution Prime 6FT - Type C,Tech,,0,,,FALSE,FALSE,FALSE,5,100,9.99,5,4.8,2.5,333,0,0,130,0,527,817
03050 - B,VOLT Evolution 6FT - Tuff 4 in 1 Blue,Tech,,2,,,FALSE,FALSE,FALSE,5,100,14.99,7.5,7.6,3.75,4594,0,0,55,0,951,3550
03050 - G,VOLT Evolution 6FT - Tuff 4 in 1 Green,Tech,,2,,,FALSE,FALSE,FALSE,5,100,14.99,7.5,7.6,3.75,5994,0,0,55,0,990,2304
03050 - R,VOLT Evolution 6FT - Tuff 4 in 1 Red,Tech,,2,,,FALSE,FALSE,FALSE,5,100,14.99,7.5,7.6,3.75,7470,0,0,55,0,975,2220
03050 - Y,VOLT Evolution 6FT - Tuff 4 in 1 Yellow,Tech,,2,,,FALSE,FALSE,FALSE,5,100,14.99,7.5,7.6,3.75,6995,0,0,55,0,1005,3140
03051 - B,VOLT Evolution 10FT - Tuff 4 in 1 Blue,Tech,,2,,,FALSE,FALSE,FALSE,5,100,16.99,8.5,9.2,4.25,9150,0,0,110,0,305,485
03051 - G,VOLT Evolution 10FT - Tuff 4 in 1 Green,Tech,,2,,,FALSE,FALSE,FALSE,5,100,16.99,8.5,9.2,4.25,9150,0,0,110,0,302,310
03051 - R,VOLT Evolution 10FT - Tuff 4 in 1 Red,Tech,,2,,,FALSE,FALSE,FALSE,5,100,16.99,8.5,9.2,4.25,10750,0,0,110,0,324,579
03051 - Y,VOLT Evolution 10FT - Tuff 4 in 1 Yellow,Tech,,2,,,FALSE,FALSE,FALSE,5,100,16.99,8.5,9.2,4.25,10549,0,0,110,0,326,625
03053 - B,VOLT Evolution 4FT - Tuff 4 in 1 Blue,Tech,,0,,,FALSE,FALSE,FALSE,5,100,12.99,6.5,6,3.25,9732,0,0,185,0,989,286
03053 - G,VOLT Evolution 4FT - Tuff 4 in 1 Green,Tech,,0,,,FALSE,FALSE,FALSE,5,100,12.99,6.5,6,3.25,6829,0,0,185,0,1053,3250
03053 - R,VOLT Evolution 4FT - Tuff 4 in 1 Red,Tech,,0,,,FALSE,FALSE,FALSE,5,100,12.99,6.5,6,3.25,10335,0,0,185,0,998,2513
03053 - Y,VOLT Evolution 4FT - Tuff 4 in 1 Yellow,Tech,,0,,,FALSE,FALSE,FALSE,5,100,12.99,6.5,6,3.25,12526,0,0,185,0,1108,92
03059,VOLT Evolution 10FT - All in One,Tech,,10,,,FALSE,FALSE,FALSE,10,100,0,,,,0,0,0,0,0,0,0
06406,TECH361 6FT Standard - Type C,Tech,,80,,,FALSE,FALSE,FALSE,24,144,9.99,5.99,5.99,4.49,0,0,0,0,0,365,450
06422,TECH361 6FT Braided - iPhone,Tech,,80,,,FALSE,FALSE,FALSE,12,144,9.99,5.99,5.99,4.49,0,0,0,0,0,94,240
06427,TECH361 6FT Braided - Micro USB,Tech,,80,,,FALSE,FALSE,FALSE,12,144,8.99,5.39,5.39,4.04,0,0,0,0,0,332,386
06449,TECH361 6FT Standard - Micro USB,Tech,,80,,,FALSE,FALSE,FALSE,24,144,8.99,5.39,5.39,4.04,0,0,0,0,0,674,349
06457,TECH361 6FT Standard - iPhone,Tech,,80,,,FALSE,FALSE,FALSE,24,144,9.99,5.99,5.99,4.49,0,0,0,0,0,647,413
06488,TECH361 Car Charger - Double USB (2A),Tech,,80,,,FALSE,FALSE,FALSE,6,144,8.99,5.39,5.39,4.04,0,0,0,0,0,999,559
06493,TECH361 Wall Charger - Double USB (2A),Tech,,80,,,FALSE,FALSE,FALSE,12,144,9.99,5.99,5.99,4.49,0,0,0,0,0,1151,162
10100,"BONES - White Rawhide Roll (4""-5"")",Pet,,500,,US,FALSE,TRUE,FALSE,10,100,3.99,2.39,2.39,1.67,0,0,0,0,0,0,0
10101,BONES - White Retriever Roll,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,6.99,4.19,4.19,2.93,0,0,0,0,319,1,0
10102,BONES - White Rawhide Donut,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,4.99,2.99,2.99,2.09,0,0,0,0,322,280,0
10103,BONES - Peanut Butter Retriever Roll,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,0,4.4,,3.3,0,0,0,0,224,1,0
10104,BONES - Vanilla Retriever Roll,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,6.99,4.19,4.19,2.93,0,0,0,0,109,2,0
10105,BONES - Vanilla Knotted,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,3.99,2.39,2.39,1.67,0,0,0,0,0,0,0
10106,BONES - Peanut Butter Knotted,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,0,3.14,,2.35,0,0,0,0,200,0,0
10107,BONES - Peanut Butter Donut,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,4.99,2.99,2.99,2.09,0,0,0,0,0,0,0
10108,"BONES - 6"" Beef Trachea",Pet,,0,,,FALSE,FALSE,FALSE,20,200,6.99,4.4,4.4,3.3,0,0,0,0,369,770,690
10109,BONES - Peanut Butter Dog Biscuits,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,0,3.14,,2.35,0,0,0,0,155,0,0
10110,BONES - Smoke Pork Femur,Pet,,500,,US,FALSE,TRUE,FALSE,10,100,0,4.4,,3.3,0,0,0,0,200,0,0
10111,BONES - Pig Ear,Pet,,0,,,FALSE,FALSE,FALSE,20,200,5.99,3.77,3.77,2.83,0,0,0,0,3,1655,0
10112,"BONES - 6"" Beef Stick",Pet,,0,,,FALSE,FALSE,FALSE,15,150,4.99,3.14,3.14,2.36,0,0,0,0,0,2266,680
10113,"BONES - 5-6"" Bully Stick",Pet,,0,,,FALSE,FALSE,FALSE,20,100,8.99,5.66,5.66,4.25,0,0,0,0,85,1376,275
10114,"BONES - 12"" Beef Stick",Pet,,0,,,FALSE,FALSE,FALSE,20,120,8.99,5.66,5.66,4.25,0,0,0,0,0,1852,0
