Customer ID,SKU,Quantity,Rate,Comment,Location,Internal Memo,PO Number
"5452","Kit - 52650","1","","","Zaks - Main Warehouse YYC","Jarvis pick up and deliver ",""
"5452","Kit - 52000","1","","","Zaks - Main Warehouse YYC","Jarvis pick up and deliver ",""
"5452","Kit - 52550","1","","","Zaks - Main Warehouse YYC","Jarvis pick up and deliver ",""
"5452","Kit - 93140","1","","","Zaks - Main Warehouse YYC","Jarvis pick up and deliver ",""
