Customer ID,SKU,Quantity,Rate,Comment,Location,Internal Memo,PO Number
"5428","Kit - 93140","1","","","Zaks - Main Warehouse YYC","",""
"5428","Kit - 91016","1","","","Zaks - Main Warehouse YYC","",""
"5428","Kit - 52550","1","","","Zaks - Main Warehouse YYC","",""
