Customer ID,SKU,Quantity,Rate,Comment,Location,Internal Memo,PO Number
"5431","Kit - 52650","1","","","Zaks - Main Warehouse YYC","",""
"5431","Kit - 52550","1","","","Zaks - Main Warehouse YYC","",""
"5431","Kit - 91016","1","","","Zaks - Main Warehouse YYC","",""
"5431","Kit - 93105","1","","","Zaks - Main Warehouse YYC","",""
