Customer ID,SKU,Quantity,Rate,Comment,Location,Internal Memo,PO Number
"876","Kit - 52000","1","","","Zaks - Main Warehouse YYC","",""
"876","40101","30","","","Zaks - Main Warehouse YYC","",""
"876","40102","30","","","Zaks - Main Warehouse YYC","",""
"876","40107","30","","","Zaks - Main Warehouse YYC","",""
