Customer ID,SKU,Quantity,Rate,Comment,Location,Internal Memo,PO Number
"5444","Kit - 52650","1","","","Zaks - Main Warehouse YYC","",""
"5444","Kit - 52000","1","","","Zaks - Main Warehouse YYC","",""
"5444","Kit - 52550","1","","","Zaks - Main Warehouse YYC","",""
"5444","Kit - 91016","1","","","Zaks - Main Warehouse YYC","",""
"5444","Kit - 93140","1","","","Zaks - Main Warehouse YYC","",""
